event,event_label,event_type,tweet_count,x_sentivent_similarity,x_coherence_tfidf,sentivent_self_similarity,alignment_gap,score_mean,score_median,score_p90,word_count_mean,word_count_median,unique_authors,post_share,overall_match_rate,x_llm_kappa
ba02_securityvalue_increase_securityvalue_missing_date,boeing roundup boeing lands deals with saudi arabia | SecurityValue.Increase_SecurityValue,Deal,2,0.4233351708167877,0.963806692286632,1.0,0.5404715214698442,0.5,0.5,0.9,15.5,15.5,2,1.0,,
ba15_securityvalue_increase_securityvalue_missing_date,should boeing buy ge aviation | SecurityValue.Increase_SecurityValue,Merger/Acquisition,10,0.2709655269259163,0.694081592409167,1.0,0.4231160654832507,0.3,0.0,1.0999999999999996,11.3,7.0,10,1.0,,
ba13_securityvalue_increase_securityvalue_missing_date,boeing applauds tax bill with 300 million workforce related an | SecurityValue.Increase_SecurityValue,CSR/Brand,50,0.2391832905336721,0.6620262023893322,1.0,0.42284291185566,23.0,26.0,26.0,20.08,22.0,48,1.0,0.6666666666666666,0.0
ge10_securityvalue_decrease_securityvalue_missing_date,ge s stock tumbles toward second 6 session losing streak this m | SecurityValue.Decrease_SecurityValue,SecurityValue,10,0.2174535994445001,0.8223905700852541,1.0,0.6049369706407539,0.0,0.0,0.0,11.1,11.0,8,1.0,,
gm03_salesvolume_decrease_salesvolume_missing_date,general motors cadillac sales are booming in china | SalesVolume.Decrease_SalesVolume,SalesVolume,12,0.2018165097550305,0.6980958003651873,1.0,0.4962792906101567,0.0,0.0,0.0,11.75,11.0,9,1.0,,
f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,14,0.1972004655848847,0.7001708672255961,1.0,0.5029704016407113,0.2857142857142857,0.0,1.0,17.0,11.0,14,1.0,,
ge11_securityvalue_increase_securityvalue_missing_date,ge s stock bounces sharply to pace dow gainers | SecurityValue.Increase_SecurityValue,SecurityValue,8,0.1957521729922189,0.8424555401350751,1.0,0.6467033671428561,0.0,0.0,0.0,11.25,8.5,6,1.0,,
ba06_salesvolume_increase_salesvolume_missing_date,aircraft leasing firms lift boeing s dreamliner higher at the p | SalesVolume.Increase_SalesVolume,SalesVolume,5,0.185565445656112,0.7984383524539653,1.0,0.6128729067978533,0.0,0.0,0.0,14.6,14.0,5,1.0,,
dis04_salesvolume_decrease_salesvolume_missing_date,disney s global theme parks saw attendance decline in 2016 bu | SalesVolume.Decrease_SalesVolume,SalesVolume,18,0.1799977451037896,0.7682573740990724,1.0,0.5882596289952827,0.05555555555555555,0.0,0.0,14.166666666666666,14.0,16,1.0,,
abbv13_securityvalue_increase_securityvalue_missing_date,the hot stock biggest loser abbvie wynn resorts | SecurityValue.Increase_SecurityValue,SecurityValue,8,0.1791226313045384,0.8369276176721254,1.0,0.657804986367587,0.125,0.0,0.2999999999999998,15.375,11.0,8,1.0,,
pg05_expense_decrease_expense_missing_date,procter gamble co s proxy fight what investors need to know | Expense.Decrease_Expense,Expense,2,0.1784423454517666,0.8879011958082884,1.0,0.7094588503565218,0.0,0.0,0.0,14.0,14.0,2,1.0,,
nem06_securityvalue_increase_securityvalue_missing_date,newmont mining is investors gold stock to buy | SecurityValue.Increase_SecurityValue,SecurityValue,15,0.1747528046320315,0.7215355140657973,1.0,0.5467827094337657,0.06666666666666667,0.0,0.0,11.6,9.0,13,1.0,,
chk00_rating_pricetarget_missing_date,was the merrill lynch downgrade of chesapeake justified | Rating.PriceTarget,Rating,2,0.1736083466930673,1.0000000000000002,1.0,0.8263916533069329,0.0,0.0,0.0,8.0,8.0,2,1.0,,
amd06_securityvalue_decrease_securityvalue_missing_date,amd s stock tumbles bringing win streak to an abrupt end | SecurityValue.Decrease_SecurityValue,SecurityValue,19,0.171066489371801,0.7790038658977533,1.0,0.6079373765259521,0.10526315789473684,0.0,0.1999999999999993,12.31578947368421,12.0,17,1.0,,
f15_salesvolume_increase_salesvolume_missing_date,ford is at a crossroad of danger and opportunity in china | SalesVolume.Increase_SalesVolume,Macroeconomics,11,0.1702335921408163,0.8593870243251351,1.0,0.6891534321843188,0.09090909090909091,0.0,0.0,12.636363636363637,11.0,10,1.0,,
amd03_securityvalue_decrease_securityvalue_missing_date,amd s stock slumps after ceo pooh poohed speculation of intel l | SecurityValue.Decrease_SecurityValue,Deal,19,0.1672580128425907,0.8172191551491813,1.0,0.6499611423065905,0.0,0.0,0.0,12.368421052631579,12.0,16,1.0,,
fox02_salesvolume_increase_salesvolume_missing_date,fox msnbc neck and neck in ratings as viewers monitor trump | SalesVolume.Increase_SalesVolume,SalesVolume,25,0.1635743821731237,0.6455182974772576,1.0,0.4819439153041339,3.2,0.0,9.0,13.12,12.0,24,1.0,,
abbv08_rating_pricetarget_missing_date,abbvie shares surge 2 on q2 profit revenue beats | Rating.PriceTarget,Revenue,31,0.1628057089752918,0.3565040204108849,1.0,0.1936983114355931,3.903225806451613,2.0,6.0,20.870967741935484,21.0,14,1.0,,
abbv12_rating_pricetarget_missing_date,top biotech stock near buy zone shows positive drug trial resu | Rating.PriceTarget,SecurityValue,4,0.1566007462315038,0.9000862209212579,1.0,0.743485474689754,0.5,0.0,1.4000000000000004,12.25,11.5,3,1.0,,
amd05_securityvalue_increase_securityvalue_missing_date,amd s stock surges on heavy volume as gpu product demand fuels | SecurityValue.Increase_SecurityValue,SecurityValue,16,0.154017090769954,0.8044148402301327,1.0,0.6503977494601786,0.3125,0.0,1.0,14.8125,14.5,14,1.0,,
f02_salesvolume_increase_salesvolume_missing_date,ford ekes out a sales gain on pickups and fleet deliveries | SalesVolume.Increase_SalesVolume,SalesVolume,8,0.15275102042589,0.8682561382714643,1.0,0.7155051178455742,0.0,0.0,0.0,16.875,18.0,5,1.0,,
abbv07_rating_buyoutperform_missing_date,abbvie has the most valuable late stage pipeline but is its s | Rating.BuyOutperform,Rating,5,0.1504129705460926,0.7349829153344654,1.0,0.5845699447883728,0.0,0.0,0.0,16.8,17.0,5,1.0,,
wmt05_financialreport_miss_missing_date,walmart stock nears key support after earnings miss | FinancialReport.Miss,FinancialReport,9,0.1492486711441493,0.727109114520383,1.0,0.5778604433762335,0.1111111111111111,0.0,0.20000000000000018,10.222222222222221,10.0,7,1.0,,
nem02_rating_buyoutperform_missing_date,newmont mining ready to shine | Rating.BuyOutperform,Rating,20,0.1484058438181102,0.6487932085871391,1.0,0.5003873647690288,0.9,0.0,2.1000000000000014,9.9,9.0,20,1.0,,
gs02_securityvalue_increase_securityvalue_missing_date,dow s late afternoon surge into record territory powered by gol | SecurityValue.Increase_SecurityValue,SecurityValue,18,0.1450356639544916,0.8419315123254516,1.0,0.69689584837096,0.0,0.0,0.0,11.38888888888889,11.0,11,0.9444444444444444,,
amzn10_securityvalue_increase_securityvalue_missing_date,nokia amazon work signals public cloud telecom takeover says w | SecurityValue.Increase_SecurityValue,Macroeconomics,43,0.1419644526365477,0.6587235398047838,1.0,0.516759087168236,0.5348837209302325,0.0,2.0,13.046511627906977,12.0,41,0.9767441860465116,,
cvx04_securityvalue_increase_securityvalue_missing_date,strong crude oil no help for chevron exxon mobil | SecurityValue.Increase_SecurityValue,FinancialReport,12,0.1404715221664433,0.757373085424823,1.0,0.6169015632583796,0.0,0.0,0.0,10.833333333333334,10.5,10,1.0,,
amd07_securityvalue_increase_securityvalue_missing_date,amd reveals epyc details intel vows to top it | SecurityValue.Increase_SecurityValue,Macroeconomics,18,0.1367128177977471,0.6168511109855661,1.0,0.480138293187819,4.166666666666667,1.5,7.0,12.055555555555555,12.0,18,0.9444444444444444,,
goog11_securityvalue_increase_securityvalue_missing_date,earnings preview what to expect from alphabet on thursday | SecurityValue.Increase_SecurityValue,SecurityValue,46,0.1335131948495487,0.6066982705934768,1.0,0.4731850757439281,0.717391304347826,0.0,4.0,11.695652173913043,10.5,39,1.0,,
ba12_securityvalue_increase_securityvalue_missing_date,underappreciated why boeing s astronomical rise might not | SecurityValue.Increase_SecurityValue,SecurityValue,11,0.1307504124002132,0.8091181889097263,1.0,0.6783677765095131,0.0,0.0,0.0,13.090909090909092,12.0,11,1.0,,
ba05_expense_decrease_expense_missing_date,boeing defense to cut 50 executive jobs in management shakeup | Expense.Decrease_Expense,Employment,14,0.129898208630463,0.8383936380421869,1.0,0.7084954294117238,0.2857142857142857,0.0,1.0,11.571428571428571,10.5,14,1.0,,
ge05_securityvalue_decrease_securityvalue_missing_date,general electric can aviation make it fly | SecurityValue.Decrease_SecurityValue,Employment,17,0.1288210580063367,0.6668919147664814,1.0,0.5380708567601447,0.4117647058823529,0.0,1.4000000000000004,8.823529411764707,9.0,16,1.0,,
aapl13_securityvalue_increase_securityvalue_missing_date,stocks mixed this california builder breaks out what to watc | SecurityValue.Increase_SecurityValue,SecurityValue,7,0.1194521664144886,0.7026593451049454,1.0,0.5832071786904568,0.14285714285714285,0.0,0.40000000000000036,14.571428571428571,14.0,7,1.0,,
fb14_securityvalue_decrease_securityvalue_missing_date,facebook s wary dance with the beltway | SecurityValue.Decrease_SecurityValue,SecurityValue,12,0.1188564209171043,0.5978113879520967,1.0,0.4789549670349923,0.5833333333333334,0.0,2.0,11.666666666666666,10.0,12,1.0,,
wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,50,0.1159995579489004,0.833543999593396,1.0,0.7175444416444955,43.06,54.0,54.0,16.78,18.0,50,1.0,,
fox00_securityvalue_increase_securityvalue_missing_date,berkshire cuts 21st century fox stake adjusts airline bets | SecurityValue.Increase_SecurityValue,SecurityValue,31,0.1112192964022553,0.7829063680670088,1.0,0.6716870716647534,0.3870967741935484,0.0,3.0,11.483870967741936,11.0,26,1.0,,
ba16_securityvalue_decrease_securityvalue_missing_date,boeing s stock contributes about 10 of the dow s 1030 point | SecurityValue.Decrease_SecurityValue,SecurityValue,31,0.1111417129036966,0.7951673121139614,1.0,0.6840255992102647,12.774193548387096,21.0,21.0,11.838709677419354,12.0,29,1.0,,
ba10_securityvalue_increase_securityvalue_missing_date,reduce holdings on boeing and 3 other defense stocks pre earning | SecurityValue.Increase_SecurityValue,Profit/Loss,25,0.1099190228012767,0.694914998065706,1.0,0.5849959752644293,0.2,0.0,0.0,11.84,11.0,23,1.0,,
dis02_salesvolume_decrease_salesvolume_missing_date,disney earnings give a look at how espn is facing the future | SalesVolume.Decrease_SalesVolume,Profit/Loss,29,0.1091438222042939,0.7086611829420546,1.0,0.5995173607377606,0.20689655172413793,0.0,0.1999999999999993,15.413793103448276,15.0,21,1.0,,
aal07_securityvalue_increase_securityvalue_missing_date,american airlines stock rallies after second upgrade in two da | SecurityValue.Increase_SecurityValue,SecurityValue,15,0.1077088219423617,0.7846421890421458,1.0,0.6769333670997841,0.0,0.0,0.0,11.466666666666667,12.0,13,1.0,,
aal00_revenue_increase_revenue_missing_date,american airlines up on record april traffic upbeat q2 view | Revenue.Increase_Revenue,FinancialReport,3,0.1077051561791269,0.6219001130160983,1.0,0.5141949568369713,2.6666666666666665,1.0,5.800000000000001,38.0,36.0,3,0.6666666666666666,,
abbv09_securityvalue_increase_securityvalue_missing_date,abbvie scores 2 wins 1 threatens regeneron | SecurityValue.Increase_SecurityValue,Product/Service,4,0.1075965221085938,0.7841297166760702,1.0,0.6765331945674764,0.25,0.0,0.7000000000000002,9.5,9.5,4,1.0,,
aapl01_securityvalue_increase_securityvalue_missing_date,here are the six dow stocks experts say have the most upside | SecurityValue.Increase_SecurityValue,SecurityValue,13,0.1038971537169681,0.7593892444549611,1.0,0.655492090737993,0.23076923076923078,0.0,0.8000000000000007,13.461538461538462,13.0,13,1.0,,
gm02_salesvolume_increase_salesvolume_missing_date,general motors sales slip on rental fleet cutbacks | SalesVolume.Increase_SalesVolume,SalesVolume,8,0.1036975518040257,0.8596596803341301,1.0,0.7559621285301044,0.375,0.0,1.2999999999999998,14.75,16.0,6,1.0,,
goog02_legal_conviction_settlement_missing_date,google execs hunker down for summer fight with eu as fines loom | Legal.Conviction/Settlement,Legal,49,0.1010695279576347,0.51178316148562,1.0,0.4107136335279852,5.36734693877551,2.0,10.0,15.89795918367347,16.0,48,1.0,,
amd13_rating_sellunderperform_missing_date,advanced micro sell says morgan stanley expectations too h | Rating.SellUnderperform,Rating,6,0.0966191929797039,0.8121915466647106,1.0,0.7155723536850067,1.0,1.0,2.0,14.666666666666666,15.0,6,1.0,,
abbv05_legal_conviction_settlement_missing_date,abbvie ordered by jury to pay 15 million to depakote victim | Legal.Conviction/Settlement,Legal,25,0.0951536878551161,0.8337676371334268,1.0,0.7386139492783107,0.88,0.0,3.0,12.8,13.0,25,1.0,,
aapl07_product_service_cancellation_recall_missing_date,apple leak reveals massive iphone 8 cancellation | Product/Service.Cancellation/Recall,Product/Service,18,0.0945047738194141,0.7997157354541702,1.0,0.7052109616347559,0.0,0.0,0.0,9.444444444444445,8.5,18,1.0,,
aapl10_dividend_payment_missing_date,apple s rain of cash washes away debt doubts | Dividend.Payment,Dividend,48,0.0943328388658926,0.1970517283160739,1.0,0.1027188894501812,18.625,3.0,35.80000000000007,30.375,29.5,45,0.5,,
aapl04_securityvalue_decrease_securityvalue_missing_date,three reasons apple s shares took a drubbing | SecurityValue.Decrease_SecurityValue,SecurityValue,45,0.093480047193268,0.7513350373373948,1.0,0.6578549901441267,0.044444444444444446,0.0,0.0,10.022222222222222,8.0,45,1.0,,
cmg03_salesvolume_decrease_salesvolume_missing_date,chipotle removes malware after breach strikes payment systems | SalesVolume.Decrease_SalesVolume,CSR/Brand,50,0.090055407703512,0.6273367491093444,1.0,0.5372813414058324,1.16,0.5,4.0,10.82,10.0,29,1.0,,
cmg04_salesvolume_increase_salesvolume_missing_date,chipotle is betting on digital | SalesVolume.Increase_SalesVolume,SalesVolume,15,0.0893377908080178,0.5635889431740356,1.0,0.4742511523660178,0.13333333333333333,0.0,0.5999999999999996,11.533333333333333,13.0,13,1.0,,
goog03_product_service_cancellation_recall_missing_date,google leak reveals massive pixel 2 cancellation | Product/Service.Cancellation/Recall,Product/Service,50,0.0801947154463929,0.7075727799552842,1.0,0.6273780645088913,1.08,0.0,7.0,9.56,9.0,47,1.0,,
abbv10_securityvalue_increase_securityvalue_missing_date,abbvie you re upgrading it now | SecurityValue.Increase_SecurityValue,SecurityValue,4,0.0799293157959438,0.8763835887302758,1.0,0.796454272934332,0.5,0.5,1.0,5.75,5.0,4,1.0,,
aapl12_securityvalue_increase_securityvalue_missing_date,apple s stock jumps after keybanc upgrade to buy rating | SecurityValue.Increase_SecurityValue,Rating,49,0.0786420362534216,0.6916661655775864,1.0,0.6130241293241647,1.0816326530612246,0.0,7.0,11.959183673469388,12.0,40,1.0,,
amzn01_securityvalue_increase_securityvalue_missing_date,jeff bezos fortune continues to soar as amazon stock reaches n | SecurityValue.Increase_SecurityValue,SecurityValue,50,0.075284095526091,0.9965298402176284,1.0,0.9212457446915372,78.96,76.0,76.0,11.96,12.0,50,1.0,,
ge13_expense_decrease_expense_missing_date,ge is beating some headwinds but is it enough | Expense.Decrease_Expense,Macroeconomics,27,0.0692531472670537,0.6849859257964697,1.0,0.6157327785294159,0.14814814814814814,0.0,0.0,14.703703703703704,13.0,21,1.0,,
cost00_salesvolume_increase_salesvolume_missing_date,costco makes gains despite retailer gloom with upbeat earnings | SalesVolume.Increase_SalesVolume,SalesVolume,21,0.0651474355373763,0.7494556273390663,1.0,0.68430819180169,0.5238095238095238,0.0,1.0,10.904761904761905,10.0,21,1.0,,
aal03_revenue_increase_revenue_missing_date,american airlines reports load factor increase in may shares g | Revenue.Increase_Revenue,Revenue,17,0.0564661540922847,0.3090164062968115,1.0,0.2525502522045267,0.8235294117647058,0.0,1.4000000000000004,35.294117647058826,38.0,17,0.5294117647058824,,
ge12_rating_credit_debt_missing_date,ge s credit downgraded at fitch outlook remains negative | Rating.Credit/Debt,Rating,5,0.0493970362062815,0.7334907445914214,1.0,0.6840937083851398,0.8,1.0,1.0,40.4,44.0,2,0.0,,
chk01_securityvalue_stable_securityvalue_missing_date,what are the short interest trends in chesapeake energy stock | SecurityValue.Stable_SecurityValue,SecurityValue,3,0.0479110140418868,0.8701979759658635,1.0,0.8222869619239765,0.0,0.0,0.0,5.0,5.0,1,1.0,,
dis12_revenue_decrease_revenue_missing_date,disney s fiscal 2017 in review | Revenue.Decrease_Revenue,Revenue,6,0.0466919822640458,0.4645583938047206,1.0,0.4178664115406748,0.8333333333333334,0.0,2.5,42.833333333333336,39.0,4,0.6666666666666666,,
aal01_facility_open_missing_date,900m investment at phl to bring new traffic control tower re | Facility.Open,Facility,50,0.0442169404904364,0.1748010586478238,1.0,0.1305841181573873,32.06,1.5,36.1,33.18,38.0,49,0.52,,
dis01_rating_maintain_missing_date,this hedge fund bought 250 million of disney stock should yo | Rating.Maintain,Investment,49,0.0430409402578646,0.2233168809148711,1.0,0.1802759406570064,9.959183673469388,1.0,6.0,38.91836734693877,41.0,23,0.6326530612244898,,
cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,49,0.0362716908995796,0.1738582173511798,1.0,0.1375865264516001,21.6734693877551,2.0,26.600000000000023,36.38775510204081,39.0,46,0.1836734693877551,,
aal08_product_service_launch_missing_date,airberlin goes bankrupt soon after announcing major chicago expa | Product/Service.Launch,Product/Service,9,0.0360529173304193,0.4233870439474821,1.0,0.3873341266170627,3.5555555555555554,2.0,9.0,37.44444444444444,36.0,9,0.6666666666666666,,
pg00_legal_appeal_missing_date,companies spurned by supreme court on 1 billion michigan tax c | Legal.Appeal,Legal,50,0.035288829472415,0.1796618246129382,1.0,0.1443729951405231,25.78,2.0,9.600000000000009,35.12,36.0,46,0.48,,
amzn04_revenue_increase_revenue_missing_date,3 reasons amazon is nt done growing yet | Revenue.Increase_Revenue,Macroeconomics,9,0.0341501657734406,0.4316176196365481,1.0,0.3974674538631075,2.4444444444444446,0.0,8.2,34.333333333333336,38.0,8,0.4444444444444444,,
duk02_investment_missing_date,duke energy doles out 11 m in water resources grants | Investment,Investment,50,0.0337362765975034,0.188312916856269,1.0,0.1545766402587655,3.8,1.0,10.0,31.4,32.0,42,0.52,,
amzn09_product_service_missing_date,amazon and whole foods are dropping prices this will change gr | Product/Service,Product/Service,50,0.0330386037994475,0.1910947647505899,1.0,0.1580561609511424,23.58,2.0,13.300000000000004,34.82,37.0,44,0.34,,
cvx00_csr_brand_missing_date,chevron investors back off from climate change proposal | CSR/Brand,CSR/Brand,46,0.0319783671646643,0.2011702248014667,1.0,0.1691918576368023,2.5869565217391304,1.0,4.5,32.56521739130435,36.0,37,0.7391304347826086,,
cost01_merger_acquisition_missing_date,costco adds fresh breads from bakery spurned by starbucks | Merger/Acquisition,Merger/Acquisition,50,0.0302287434707345,0.1788911414734044,1.0,0.1486623980026699,36.08,1.0,28.10000000000003,32.32,32.0,42,0.44,,
t01_macroeconomics_missing_date,att leapfrogs exxon mobil as largest public company in texas | Macroeconomics,Macroeconomics,50,0.0262743051810287,0.1640927033897006,1.0,0.1378183982086718,8.92,3.0,17.900000000000013,32.12,33.0,47,0.34,0.5333333333333333,0.3158730158730158
amd12_product_service_launch_missing_date,2 risks amd investors should nt ignore | Product/Service.Launch,Macroeconomics,43,0.0238980534852576,0.2327323495988575,1.0,0.2088342961135999,1.744186046511628,1.0,5.0,32.093023255813954,31.0,38,0.6046511627906976,,
wmt04_employment_start_missing_date,here s why the best is yet to come for wal mart stores inc | Employment.Start,Macroeconomics,19,0.0238028255869842,0.2607478404916999,1.0,0.2369450149047157,0.10526315789473684,0.0,0.0,37.8421052631579,41.0,18,0.21052631578947367,,
aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,50,0.0217042142198867,0.1852884123033946,1.0,0.1635841980835078,55.68,2.0,6.400000000000006,34.88,37.5,46,0.34,,
amzn07_product_service_launch_missing_date,amazoncom just crushed department store stocks again with prime | Product/Service.Launch,Product/Service,6,0.0199530892681282,0.495367769141527,1.0,0.4754146798733987,0.0,0.0,0.0,38.666666666666664,38.5,5,0.8333333333333334,,
aal14_employment_compensation_missing_date,american and pilots settle issues after handshake by airline and | Employment.Compensation,Deal,50,0.0194926301839578,0.1776960479205148,1.0,0.158203417736557,32.24,3.0,20.70000000000001,37.96,39.5,42,0.26,,
aapl08_legal_proceeding_missing_date,apple vs qualcomm the itc is in it | Legal.Proceeding,Legal,50,0.0123985564125553,0.189760895508315,1.0,0.1773623390957596,74.12,2.0,12.300000000000004,34.04,35.0,44,0.18,,
abbv04_product_service_launch_missing_date,is this dividend aristocrat ridiculously undervalued | Product/Service.Launch,Product/Service,4,0.0094684301307119,0.5301332531664658,1.0,0.5206648230357538,3.25,1.0,7.300000000000002,35.5,33.0,4,0.25,,
jnj02_product_service_launch_missing_date,jj drug prevents heart attacks at cost of amputated toes | Product/Service.Launch,Product/Service,3,0.0037567303346891,0.6280067674618549,1.0,0.6242500371271658,6.666666666666667,7.0,10.2,38.333333333333336,42.0,2,1.0,,
