audit_row_id,event,event_label,event_type,x_query_used,tweet_id,author,engagement_score,post_text,relevance_label,relevance_notes
1,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",1996963350161371496,Clare97097915,1,@aswren @ViscountViktor Also de regulate. Some of the brightest minds are at the big four and in house compliance. They should be released for real work. Public sector employment. End nearly all of it. De regulate education and allow innovation.,,
2,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2016239617826038030,FlipOffFelix,10,"@Jennie_SC1 @AngryMemasGhost @Supersonic99076 @Nicoleg425 @2457klhu @42Gnome @HamRadioJoe @Kelledin @ALibsBabaYaga @Jasontwodollars @TakesToez @CivilLost @factsmatter420 @AllTheThings79 @VinceGottalotta @scottstocker4 @Bruh888888888 @odktiger @TreatHunterDog @BigSpud18 @doonslayer @ReportedAmerica @astragal @aurvandill19999 @basil_ireton @whagyjr @lijareturnz @GojiraStompz @TheKSLiberal @gdoughdoc2 @nikkisixx12266 @Clarity_Esper @MidgardNextStop @proundpapaof3 @Pete_Woodward @dulcieburt @ColinRoberts843 @Not_Jack_2024 @_Kel_Varnsen_ @medusa56944 @Krensharpaw @CR1949 @Sinner_Lilith @TeekeeMon @gvnzng @lulzyalldumbAF @GojiraNeverdies @Reprobus5 @MALpoolmaint @erika_at_panama Key word ""was"" a nurse. When did his employment end?",,
3,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",1991472848322588815,ChaosAgent_42,33,WHEN HE PROMISED: Lower prices Record employment End to Ukraine war HE MEANT Gold decorations in his office A ballroom Tariffs on imports paid by us,,
4,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2028635616548643252,owleealeckza,1,Didn't she do something funky on the employment end of the business? Or am I misremembering?,,
5,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",1999161034347892986,LWuyaya,6,@DeepDishEnjoyer what’s the doctor employment end of this? Are they just remotely going through cases the same way radiologists do?,,
6,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2006745132977238034,BnWNoName,1,"@SecKennedy @robbystarbuck In the same light, employers shouldn't be able to investigate my body's chemical composition as a condition for employment. End drug tests from employers. Don't buy insurers' stories. Passing a drug test doesn't prove you'll never show up high or under-perform. Fire bad workers",,
7,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2024889118669390144,DocDonUH60M,4,"@JessicaTarlov Jessica, Jessica, where in the hell do you get your total employment from? I get mine from the Bureau of Labor Statistics! The actual figure for total employment end of 2024 is 170 million, higher than the high in 2019. BLS projects 175.2 million in 2034! See Next",,
8,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",1975629113705758817,WisconsinDummy,35,"@honestpollster We’re suffering too much to be loyal to any ideology. If nothing is done to help housing, end discrimination against Gen z in hiring practices, end ghost jobs, increase employment, end debt, and increase affordability, we will abandon Republicans. We may even do it next year.",,
9,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2003191448754442658,kene_asogwa,12,Relationship no be employment End.,,
10,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",1972816484146483278,NASA_Tim,2,"@CynicalPublius It’s both technically true, and completely false. All the people who took the Trump buyout have their term of employment end September 30. They may have put the paperwork in as far back as January, but the effective end date is September 30.",,
11,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2008933061640048718,SarahLizzyLou,2,"For the sake of spoons, I need to get over the culture shock of all this. And I need to connect with a wider disabled student community for support. Which has been quite hard to do. I keep thinking “gosh if uni is like this, will it be any better in post-grad employment?” /END",,
12,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2010349457695731740,RacingVeteran01,3,"@6amiji I was imagining a corruption free India, a stronger rupee, more employment, end to terrorism, bringing black money from Switzerland. Am still dreaming.",,
13,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2025255092023107897,Jdindy5,1,"@covie_93 Ok, let’s be real. The anti vax crowd has always, always been the left. Conservatives spoke up because of the government overreach trying to force the covid vax as a condition of employment. End of story.",,
14,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",1986163327182193059,shipwreckedcrew,698,"What would happen to rental prices if 12 million illegals were removed from the country? Why is affordable housing so tight that prices have gone up so much? ""Affordable"" is the range where illegals without stable employment end up.",,
15,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",1967712939210953138,IoVinco1234,3,"@ChiefTrumpster @ULM_Official @LouisianaGov @RepClayHiggins @SteveScalise @SenBillCassidy @forcharliekirk1 @RudyGiuliani @atensnut Give no quarter- exposed her loathsome self- leave her nowhere to hide. Start w/ employment/end making it painful for family/friends to assoc. Make her a pariah. Employers, same treatment. @ULM_Official @LouisianaGov No federal dollars @EDSecMcMahon",,
16,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",1981556326548296115,SovEconomy,12,@iaproject End visa programs. End the ability for noncitizens to get employment. End the ability for noncitizens to purchase residential property. Increase self deportation payouts. All necessary policy steps.,,
17,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2006881712224297238,InaDisguise,2,"@Sophistry000 @CourtOfLoreHQ @AubreanReverie You havent been paying attention, or are in sheltered employment, end user AI is not really the dangerous part and is less than perfect anyway",,
18,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2023005554520858963,Twinkthepig,14,"@ACTBrigitte National ID TO VOTE, drive, healthcare, all education, travel, utilities, banking, medical care, prescriptions, rental and purchasing homes, land, real estate. Zero employment. End all immigration for three years.",,
19,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",2006601836728352905,k_bezier,1,"@johnkonrad The gordion knot of US medical system is tying medical insurance to employment. End by removing tax breaks and US would have saner system. But Big Labor for starters will fight this to the bitter end. As ""health benefits"" of current system now only advantage of union membership",,
20,cmg00_employment_end_missing_date,chipotle cfo says we were losing our edge even before ecoli | Employment.End,CSR/Brand,"""chipotle cfo says we were losing our edge"" OR ""Employment.End"" -is:retweet lang:en",1973457204280959175,makhanip,2,"@lynne_ogilvy @Ayesha_Bagus @jeremycorbyn In 1994, Unemployment in WC was 5%, that's full employment End of 2024, it's 22% It's a disaster",,
21,ba02_securityvalue_increase_securityvalue_missing_date,boeing roundup boeing lands deals with saudi arabia | SecurityValue.Increase_SecurityValue,Deal,"""boeing roundup boeing lands deals with saudi arabia"" OR ""SecurityValue.Increase SecurityValue"" -is:retweet lang:en",867018559754338306,SFOSmallBiz,1,Boeing Roundup: Boeing lands deals with Saudi Arabia…Boeing 737 MAX… Grants for STEM education #Tech,,
22,ba02_securityvalue_increase_securityvalue_missing_date,boeing roundup boeing lands deals with saudi arabia | SecurityValue.Increase_SecurityValue,Deal,"""boeing roundup boeing lands deals with saudi arabia"" OR ""SecurityValue.Increase SecurityValue"" -is:retweet lang:en",867018558236114944,PHLSmallBiz,0,Boeing Roundup: Boeing lands deals with Saudi Arabia…Boeing 737 MAX… Grants for STEM education #Philly #Tech,,
23,cvx07_dividend_yieldraise_missing_date,how safe is chevrons dividend | Dividend.YieldRaise,Dividend,"""how safe is chevrons dividend"" OR ""Dividend.YieldRaise"" -is:retweet lang:en",886928960227037184,MambaAlerts,0,How Safe Is Chevrons Dividend? -- The Motley Fool #stocks $CVX,,
24,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2003208580930117898,oworee2025,4,Imagine someone just contacted you to supply one million unit of what you sell. It can only happen if you are into business not employment. Start a business today! Bother about the growth along the way.,,
25,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2026781599669362998,lw47d7,10,honeymoon sw reset by may!!! (unsafe zone) - employment start! saving up 🦋55 200c daily net > 1400c weekly budget !! maths based,,
26,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2001315896095113417,ErieCountyNY,1,Are you age 55 or over? Looking to upgrade your job skills? Need information on career choices? Seeking full- or part-time employment? Start with these resources compiled by @ECSeniorSvcs: #seniors #jobs #employment,,
27,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2023806442889973908,ironyish,1,"@AshwiniVaishnaw @GalgotiasGU @PMOIndia @republic @aishkapoor @narendramodi #AISummit Don’t do this, if you can’t make such product please Don’t allow on such big platform. Instead of Pushing students to make reels as employment, start govt AI skill development programs.",,
28,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2010805554319671561,FellowStargazer,1,"@lydialaurenson This happens all the time. Sell everything, go to uni late, get employment, start rising, cut down by illness. Happens all the time.",,
29,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2011880721967955979,Ste_Magee,1,@Keir_Starmer How many jobs? When will employment start? What longevity do you predict these roles will have? This is a vanity project that will end up having to be undone under a national emergency! Mark my words!,,
30,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2024136009923924457,greencard1awyer,1,"1* On February 13, 2026, U.S. Citizenship and Immigration Services (USCIS) announced that it had reached the cap for the first allocation of 18,490 supplemental H-2B returning worker visas for Fiscal Year 2026. ✅ These visas covered employment start dates from January 1",,
31,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2016605110055366827,HerbertGreenei3,1,"@Geniustechw You best line up them baby daddies, start looking for employment, start figuring out cheaper meals for them children, cause shits gonna change! That, by the way will make me happy that I’m no longer contributing to your support!",,
32,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2006301685270855760,StormerFreak,5,"@MbalulaFikile Tired of the corrupt, lawless ANC🚮 Sort out illegal undocumented millions, high murder/crime rate, feed your poor, improve education and employment, start maintaining infrastructure. Until thats done since you're using taxpayers money to live like kings, you won't silence us.",,
33,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2015004542719394214,renatto_254_,1,"By certifying informal sector workers, NYOTA RPL validates jua kali experience, enabling youth to access formal employment, start businesses, or pursue further training. #NYOTARPL Empower Your Career",,
34,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2000341883978182814,femboymrrrp,5,@femboy_Penguin oki when will ur employment start? and what wage would u like? ^~^,,
35,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",1985327119035977942,PalantirOg,22,"$PLTR Does the Future of Employment Start with Palantir’s Fellowship as a College Alternative? November 03, 2025 Much has been said about the declining value of a college education in the modern world, but many young graduates still find it comforting to step into adulthood with",,
36,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2022047224650518785,kbo_coyote,1,@NatCon2022 Did their employment start when they were 14?,,
37,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2028676173354418629,MinnieOnCam,1,"She told #ODSP she is working, but there is missing follow through of accessing the employment start up benefit of $500 and the monthly added bonus of the $100 work related benefit. I gave her a checklist of what to ask for so she can get current on her ODSP entitlements💛",,
38,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",1987950650295198173,ChrisCh09206271,3,"@MxolisiBob Why can black create employment, start businesses, products, etc why can they only take ??",,
39,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",1992742990876401830,ErieCountyNY,1,Are you age 55 or over? Looking to upgrade your job skills? Need information on career choices? Seeking full- or part-time employment? Start with these resources compiled by @ECSeniorSvcs: #seniors #jobs #employment,,
40,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2000277975749792177,AZero930,6,"@DonJuanDotta @Boldyboy1975 If a person is gonna claim a right, stand on that…but to then change up and say I”m press takes one from a right to employment…if it’s employment….start with that and save the video space. Besides, I have no clue about UK civil rights. Also, if a person can be arrested for",,
41,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2012595473715228740,liveXclique,1,"BANNON 🇺🇸 President Trump doesn’t like the optics, but he says he wants mass Deportations. To get mass Deportations, you have to scale. And to scale, you have to go to the beating heart of the problem 🤔 EMPLOYMENT. Start arresting CEO's. Perp walk a few ... Do that and you’ll",,
42,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",1998273527183704449,pwrfaitt,2,@akitoookitty the e in elliot is for EMPLOYMENT ! start working illegwlly,,
43,aal13_employment_start_missing_date,american airlines pilots agree on solution to staff december f | Employment.Start,Employment,"""american airlines pilots agree on solution to staff"" OR ""Employment.Start"" -is:retweet lang:en",2007374144510345707,grok,1,"@apoko_dominic Solid plan! A PhD in epidemiology/biostats can lead to roles in research, consulting, or pharma with salaries often 100k+ USD. Post-employment, start with low-cost index funds or a 401(k). Diversify and be patient—compounding works wonders. What's your PhD focus?",,
44,pg05_expense_decrease_expense_missing_date,procter gamble co s proxy fight what investors need to know | Expense.Decrease_Expense,Expense,"""procter gamble co s proxy fight what investors"" OR ""Expense.Decrease Expense"" -is:retweet lang:en",887450651608961029,MambaAlerts,0,Procter & Gamble Co.s Proxy Fight: What Investors Need to Know -- The Motley Fool #stocks,,
45,pg05_expense_decrease_expense_missing_date,procter gamble co s proxy fight what investors need to know | Expense.Decrease_Expense,Expense,"""procter gamble co s proxy fight what investors"" OR ""Expense.Decrease Expense"" -is:retweet lang:en",887442129009639424,LimexMe,0,Procter & Gamble Co.'s Proxy Fight: What Investors Need to Know $PG,,
46,aal01_facility_open_missing_date,900m investment at phl to bring new traffic control tower re | Facility.Open,Facility,"""900m investment at phl to bring new traffic"" OR ""Facility.Open"" -is:retweet lang:en",2027319571506418055,Big_TeeOfAbuja,37,@gtbank_help @gtbank It’s been 1 month since I requested a reversal for 100k sent to a disabled AMAC account. I’ve sent multiple messages with zero resolution. This delay is forcing me into debt just to keep my facility open. Help me resolve this! #GTBank #Reversal #CBN @cenbank,,
